title,distributor,distributor_filter,genre,genre1_index,genre2_index,genre1,genre2,rating,running_time,production_year,release_date,month,day,production_budget,domestic_income,inflation_domestic_income,formatted_production_budget,formatted_domestic_income,formatted_inflation_domestic_income,director,link,image
Star Trek VI: The Undiscovered Country,Paramount Pictures,Paramount Pictures,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG,113,1991,19911206,12,6,0,74888996,146029200, $ ---------------     ,"$74,888,996 ","$146,029,200 ",Nicholas Meyer,http://www.imdb.com/title/tt0102975/,
The Prince of Tides,Columbia,Other,Drama,6,,Drama,,R,132,1991,19911227,12,27,0,74787599,147052200, $ ---------------     ,"$74,787,599 ","$147,052,200 ",Barbra Streisand,http://www.imdb.com/title/tt0102713/,
JFK,Warner Bros.,Warner Bros.,"Drama, Thriller",6,12,Drama,Thriller,R,406,1991,19911220,12,20,0,70405498,138150500, $ ---------------     ,"$70,405,498 ","$138,150,500 ",Oliver Stone,http://www.imdb.com/title/tt0102138/,
Hot Shots,Fox,Fox,Comedy,3,,Comedy,,PG-13,84,1991,19910802,8,2,26000000,69467617,134645100,"$26,000,000 ","$69,467,617 ","$134,645,100 ",Jim Abrahams,http://www.imdb.com/title/tt0102059/,
What About Bob?,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,99,1991,19910517,5,17,0,63707829,123481200, $ ---------------     ,"$63,707,829 ","$123,481,200 ",Frank Oz,http://www.imdb.com/title/tt0103241/,
101 Dalmatians (Re-issue) (1991),Buena Vista,Buena Vista,Animation,2,,Animation,,G,79,1991,19910712,7,12,0,60830285,117903800, $ ---------------     ,"$60,830,285 ","$117,903,800 ",Stephen Herek,http://www.imdb.com/title/tt0055254/,
The Last Boy Scout,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,R,105,1991,19911213,12,13,0,59509925,116383300, $ ---------------     ,"$59,509,925 ","$116,383,300 ",Tony Scott,http://www.imdb.com/title/tt0102266/,
My Girl,Columbia,Other,"Drama, Comedy",6,3,Drama,Comedy,PG,102,1991,19911127,11,27,17000000,59489799,115931800,"$17,000,000 ","$59,489,799 ","$115,931,800 ",Howard Zieff,http://www.imdb.com/title/tt0102492/,
Boyz N the Hood,Columbia,Other,"Crime, Drama",4,6,Crime,Drama,R,107,1991,19910712,7,12,6500000,57504069,111456800,"$6,500,000 ","$57,504,069 ","$111,456,800 ",John Singleton,http://www.imdb.com/title/tt0101507/,
Doc Hollywood,Warner Bros.,Warner Bros.,"Romance, Comedy",10,3,Romance,Comedy,PG-13,104,1991,19910802,8,2,0,54830779,106275300, $ ---------------     ,"$54,830,779 ","$106,275,300 ",Michael Caton-Jones,http://www.imdb.com/title/tt0101745/,
Bugsy,TriStar,Other,"Crime, Drama",4,6,Crime,Drama,R,136,1991,19911015,10,15,0,49114016,96317800, $ ---------------     ,"$49,114,016 ","$96,317,800 ",Barry Levinson,http://www.imdb.com/title/tt0101516/,
Aladdin,Buena Vista,Buena Vista,Animation,2,,Animation,,G,90,1992,19921113,11,13,28000000,217350219,427929600,"$28,000,000 ","$217,350,219 ","$427,929,600 ","Ron Clements, John Musker",http://www.imdb.com/title/tt0103639/,
Home Alone 2: Lost in New York,Fox,Fox,Comedy,3,,Comedy,,PG,120,1992,19921120,11,20,0,173585516,341492700, $ ---------------     ,"$173,585,516 ","$341,492,700 ",Chris Columbus,http://www.imdb.com/title/tt0104431/,
Batman Returns,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,126,1992,19920619,6,19,80000000,162831698,320170300,"$80,000,000 ","$162,831,698 ","$320,170,300 ",Tim Burton,http://www.imdb.com/title/tt0103776/,
Lethal Weapon 3,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,R,118,1992,19920515,5,15,35000000,144731527,284580500,"$35,000,000 ","$144,731,527 ","$284,580,500 ",Richard Donner,http://www.imdb.com/title/tt0104714/,
A Few Good Men,Columbia,Other,"Drama, Thriller",6,12,Drama,Thriller,R,138,1992,19921211,12,11,40000000,141340178,278283700,"$40,000,000 ","$141,340,178 ","$278,283,700 ",Rob Reiner,http://www.imdb.com/title/tt0104257/,
Sister Act,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,100,1992,19920529,5,29,0,139605150,274500700, $ ---------------     ,"$139,605,150 ","$274,500,700 ",Emile Ardolino,http://www.imdb.com/title/tt0105417/,
The Bodyguard,Warner Bros.,Warner Bros.,Romance,10,,Romance,,R,130,1992,19921125,11,25,0,121945720,239978900, $ ---------------     ,"$121,945,720 ","$239,978,900 ",Mick Jackson,http://www.imdb.com/title/tt0103855/,
Wayne's World,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,95,1992,19920214,2,14,20000000,121697323,239289200,"$20,000,000 ","$121,697,323 ","$239,289,200 ",Penelope Spheeris,http://www.imdb.com/title/tt0105793/,
Basic Instinct,TriStar,Other,Thriller,12,,Thriller,,R,123,1992,19920320,3,20,49000000,117727224,231482900,"$49,000,000 ","$117,727,224 ","$231,482,900 ",Paul Verhoeven,http://www.imdb.com/title/tt0103772/,
A League of Their Own,Sony Pictures,Sony Pictures,Drama,6,,Drama,,PG,128,1992,19920701,7,1,40000000,107533928,211440200,"$40,000,000 ","$107,533,928 ","$211,440,200 ",Penny Marshall,http://www.imdb.com/title/tt0104694/,
Unforgiven,Warner Bros.,Warner Bros.,Western,14,,Western,,R,131,1992,19920807,8,7,0,101157447,199026500, $ ---------------     ,"$101,157,447 ","$199,026,500 ",Clint Eastwood,http://www.imdb.com/title/tt0105695/,
The Hand That Rocks the Cradle,Buena Vista,Buena Vista,Thriller,12,,Thriller,,R,110,1992,19920110,1,10,0,88036683,173103400, $ ---------------     ,"$88,036,683 ","$173,103,400 ",Curtis Hanson,http://www.imdb.com/title/tt0104389/,
Under Siege,Warner Bros.,Warner Bros.,Action,0,,Action,,R,103,1992,19921009,10,9,0,83563139,164307300, $ ---------------     ,"$83,563,139 ","$164,307,300 ",Andrew Davis,http://www.imdb.com/title/tt0105690/,
Patriot Games,Paramount Pictures,Paramount Pictures,"Action, Thriller",0,12,Action,Thriller,R,116,1992,19920605,6,5,45000000,83351587,163891300,"$45,000,000 ","$83,351,587 ","$163,891,300 ",Phillip Noyce,http://www.imdb.com/title/tt0105112/,
Bram Stoker's Dracula,Columbia,Other,Horror,8,,Horror,,R,127,1992,19921113,11,13,40000000,82522790,162261700,"$40,000,000 ","$82,522,790 ","$162,261,700 ",Francis Ford Coppola,http://www.imdb.com/title/tt0103874/,
White Men Can't Jump,Fox,Fox,Comedy,3,,Comedy,,R,112,1992,19920327,3,27,0,76253806,149935200, $ ---------------     ,"$76,253,806 ","$149,935,200 ",Ron Shelton,http://www.imdb.com/title/tt0105812/,
The Last of the Mohicans,Fox,Fox,"War, Romance",13,10,War,Romance,R,112,1992,19920925,9,25,40000000,75505856,148464500,"$40,000,000 ","$75,505,856 ","$148,464,500 ",Michael Mann,http://www.imdb.com/title/tt0104691/,
Boomerang,Paramount Pictures,Paramount Pictures,"Romance, Comedy",10,3,Romance,Comedy,R,117,1992,19920701,7,1,42000000,70052444,137741700,"$42,000,000 ","$70,052,444 ","$137,741,700 ",Reginald Hudlin,http://www.imdb.com/title/tt0103859/,
Scent of a Woman,Universal,Universal,Drama,6,,Drama,,R,157,1992,19921223,12,23,0,63095253,124357700, $ ---------------     ,"$63,095,253 ","$124,357,700 ",Martin Brest,http://www.imdb.com/title/tt0105323/,
The Crying Game,Miramax,Other,"Thriller, Drama",12,6,Thriller,Drama,R,112,1992,19921127,11,27,0,62548947,123269700, $ ---------------     ,"$62,548,947 ","$123,269,700 ",Neil Jordan,http://www.imdb.com/title/tt0104036/,
Far and Away,Universal,Universal,Drama,6,,Drama,,PG-13,140,1992,19920522,5,22,60000000,58883840,115781200,"$60,000,000 ","$58,883,840 ","$115,781,200 ",Ron Howard,http://www.imdb.com/title/tt0104231/,
"Honey, I Blew Up the Kid",Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,89,1992,19920717,7,17,0,58662452,115345900, $ ---------------     ,"$58,662,452 ","$115,345,900 ",Randal Kleiser,http://www.imdb.com/title/tt0104437/,
Housesitter,Universal,Universal,"Romance, Comedy",10,3,Romance,Comedy,PG,102,1992,19920612,6,12,0,58500635,115027800, $ ---------------     ,"$58,500,635 ","$115,027,800 ",Frank Oz,http://www.imdb.com/title/tt0104452/,
Death Becomes Her,Universal,Universal,"Comedy, Horror",3,8,Comedy,Horror,PG-13,103,1992,19920731,7,31,55000000,58422650,114874400,"$55,000,000 ","$58,422,650 ","$114,874,400 ",Robert Zemeckis,http://www.imdb.com/title/tt0104070/,
Unlawful Entry,Fox,Fox,Thriller,12,,Thriller,,R,117,1992,19920626,6,26,0,57138719,112349900, $ ---------------     ,"$57,138,719 ","$112,349,900 ",Jonathan Kaplan,http://www.imdb.com/title/tt0105699/,
Jurassic Park,Universal,Universal,"Sci-Fi, Horror",11,8,Sci-Fi,Horror,PG-13,127,1993,19930611,6,11,63000000,357067947,703439700,"$63,000,000 ","$357,067,947 ","$703,439,700 ",Steven Spielberg,,
Mrs. Doubtfire,Fox,Fox,Comedy,3,,Comedy,,PG-13,125,1993,19931124,11,24,25000000,219195243,429904600,"$25,000,000 ","$219,195,243 ","$429,904,600 ",Chris Columbus,,
The Fugitive,Warner Bros.,Warner Bros.,"Action, Thriller",0,12,Action,Thriller,PG-13,130,1993,19930806,8,6,0,183875760,362282100, $ ---------------     ,"$183,875,760 ","$362,282,100 ",Andrew Davis,,
The Firm,Paramount Pictures,Paramount Pictures,Thriller,12,,Thriller,,R,154,1993,19930702,7,2,0,158348367,312106900, $ ---------------     ,"$158,348,367 ","$312,106,900 ",Sydney Pollack,,
Sleepless in Seattle,TriStar,Other,"Romance, Comedy",10,3,Romance,Comedy,PG,105,1993,19930625,6,25,21000000,126680884,249689900,"$21,000,000 ","$126,680,884 ","$249,689,900 ",Nora Ephron,,
Indecent Proposal,Paramount Pictures,Paramount Pictures,Romance,10,,Romance,,R,116,1993,19930409,4,9,0,106614059,210137900, $ ---------------     ,"$106,614,059 ","$210,137,900 ",Adrian Lyne,,
In the Line of Fire,Columbia,Other,"Action, Thriller",0,12,Action,Thriller,R,128,1993,19930709,7,9,40000000,102314823,201664000,"$40,000,000 ","$102,314,823 ","$201,664,000 ",Wolfgang Petersen,,
The Pelican Brief,Warner Bros.,Warner Bros.,Thriller,12,,Thriller,,PG-13,141,1993,19931217,12,17,0,100768056,197618600, $ ---------------     ,"$100,768,056 ","$197,618,600 ",Alan J. Pakula,,
Schindler's List,Universal,Universal,"War, Drama",13,6,War,Drama,R,194,1993,19931215,12,15,22000000,96065768,187620700,"$22,000,000 ","$96,065,768 ","$187,620,700 ",Steven Spielberg,,
Cliffhanger,TriStar,Other,"Action, Thriller",0,12,Action,Thriller,R,113,1993,19930528,5,28,70000000,84049211,165662200,"$70,000,000 ","$84,049,211 ","$165,662,200 ",Renny Harlin,,
Free Willy,Warner Bros.,Warner Bros.,Adventure,1,,Adventure,,PG,112,1993,19930716,7,16,0,77698625,153145100, $ ---------------     ,"$77,698,625 ","$153,145,100 ",Simon Wincer,,
Philadelphia,TriStar,Other,Drama,6,,Drama,,PG-13,125,1993,19931224,12,24,26000000,77446440,151194900,"$26,000,000 ","$77,446,440 ","$151,194,900 ",Jonathan Demme,,
Groundhog Day,Columbia,Other,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG,101,1993,19930212,2,12,0,70906973,139758700, $ ---------------     ,"$70,906,973 ","$139,758,700 ",Harold Ramis,,
Grumpy Old Men,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,104,1993,19931225,12,25,0,70172621,137166300, $ ---------------     ,"$70,172,621 ","$137,166,300 ",Donald Petrie,,
Cool Runnings,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,98,1993,19931001,10,1,14000000,68856263,135563500,"$14,000,000 ","$68,856,263 ","$135,563,500 ",Jon Turteltaub,,
Dave ,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,110,1993,19930507,5,7,0,63270710,124707500, $ ---------------     ,"$63,270,710 ","$124,707,500 ",Ivan Reitman,,
Rising Sun,Fox,Fox,Thriller,12,,Thriller,,R,125,1993,19930730,7,30,0,63179523,124527800, $ ---------------     ,"$63,179,523 ","$124,527,800 ",Philip Kaufman,,
Demolition Man,Warner Bros.,Warner Bros.,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,115,1993,19931008,10,8,0,58055768,114428800, $ ---------------     ,"$58,055,768 ","$114,428,800 ",Marco Brambilla,,
Sister Act 2: Back in the Habit,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,107,1993,19931210,12,10,0,57319029,112516800, $ ---------------     ,"$57,319,029 ","$112,516,800 ",Bill Duke,,
Tombstone,Buena Vista,Buena Vista,Western,14,,Western,,R,130,1993,19931224,12,24,0,56505065,110578800, $ ---------------     ,"$56,505,065 ","$110,578,800 ","George P. Cosmatos, Kevin Jarre",,
The Three Musketeers (1993),Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG,105,1993,19931112,11,12,0,53898845,106113500, $ ---------------     ,"$53,898,845 ","$106,113,500 ",Stephen Herek,,
Rookie of the Year,Fox,Fox,Comedy,3,,Comedy,,PG,103,1993,19930709,7,9,0,53615089,105676100, $ ---------------     ,"$53,615,089 ","$105,676,100 ",Daniel Stern,,
Beethoven's 2nd,Universal,Universal,Comedy,3,,Comedy,,PG,87,1993,19931217,12,17,0,53443066,104787400, $ ---------------     ,"$53,443,066 ","$104,787,400 ",Rod Daniel,,
Dennis the Menace,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG,96,1993,19930625,6,25,0,51270765,101055400, $ ---------------     ,"$51,270,765 ","$101,055,400 ",Nick Castle,,
Sommersby,Warner Bros.,Warner Bros.,Romance,10,,Romance,,PG-13,113,1993,19930205,2,5,0,50081992,98712300, $ ---------------     ,"$50,081,992 ","$98,712,300 ",Jon Amiel,,
Forrest Gump,Paramount Pictures,Paramount Pictures,"Comedy, Drama",3,6,Comedy,Drama,PG-13,141,1994,19940706,7,6,55000000,329694499,640932200,"$55,000,000 ","$329,694,499 ","$640,932,200 ",Robert Zemeckis,,
The Lion King,Buena Vista,Buena Vista,Animation,2,,Animation,,G,89,1994,19940615,6,15,45000000,312855561,608934900,"$45,000,000 ","$312,855,561 ","$608,934,900 ","Roger Allers, Rob Minkoff",,
True Lies,Fox,Fox,"Action, Comedy",0,3,Action,Comedy,R,144,1994,19940715,7,15,115000000,146282411,285565700,"$115,000,000 ","$146,282,411 ","$285,565,700 ",James Cameron,,
The Santa Clause,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,97,1994,19941111,11,11,22000000,144833357,281579000,"$22,000,000 ","$144,833,357 ","$281,579,000 ",John Pasquin,,
The Flintstones,Universal,Universal,Comedy,3,,Comedy,,PG,91,1994,19940527,5,27,46000000,130531208,254816900,"$46,000,000 ","$130,531,208 ","$254,816,900 ",Brian Levant,,
Dumb and Dumber,New Line,Other,Comedy,3,,Comedy,,PG-13,101,1994,19941216,12,16,17000000,127175374,242495500,"$17,000,000 ","$127,175,374 ","$242,495,500 ",The Farrelly Bros.,,
Clear and Present Danger,Paramount Pictures,Paramount Pictures,"Action, Thriller",0,12,Action,Thriller,PG-13,141,1994,19940805,8,5,62000000,122187717,238529100,"$62,000,000 ","$122,187,717 ","$238,529,100 ",Phillip Noyce,,
Speed ,Fox,Fox,"Action, Thriller",0,12,Action,Thriller,R,116,1994,19940610,6,10,30000000,121248145,236694900,"$30,000,000 ","$121,248,145 ","$236,694,900 ",Jan DeBont,,
The Mask,New Line,Other,Comedy,3,,Comedy,,PG-13,97,1994,19940729,7,29,23000000,119938730,234138800,"$23,000,000 ","$119,938,730 ","$234,138,800 ",Chuck Russell,,
Pulp Fiction,Miramax,Other,Crime,4,,Crime,,R,154,1994,19941014,10,14,8000000,107928762,207155500,"$8,000,000 ","$107,928,762 ","$207,155,500 ",Quentin Tarantino,,
Interview with the Vampire,Warner Bros.,Warner Bros.,Horror,8,,Horror,,R,123,1994,19941111,11,11,60000000,105264608,205041400,"$60,000,000 ","$105,264,608 ","$205,041,400 ",Neil Jordan,,
Maverick,Warner Bros.,Warner Bros.,"Western, Comedy",14,3,Western,Comedy,PG,127,1994,19940520,5,20,0,101631272,198399800, $ ---------------     ,"$101,631,272 ","$198,399,800 ",Richard Donner,,
The Client,Warner Bros.,Warner Bros.,Thriller,12,,Thriller,,PG-13,122,1994,19940722,7,22,0,92115211,179823000, $ ---------------     ,"$92,115,211 ","$179,823,000 ",Joel Schumacher,,
Disclosure,Warner Bros.,Warner Bros.,"Drama, Thriller",6,12,Drama,Thriller,R,129,1994,19941209,12,9,55000000,83015089,158772200,"$55,000,000 ","$83,015,089 ","$158,772,200 ",Barry Levinson,,
Star Trek: Generations,Paramount Pictures,Paramount Pictures,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG,117,1994,19941118,11,18,35000000,75671125,147250100,"$35,000,000 ","$75,671,125 ","$147,250,100 ",David Carson,,
Ace Ventura: Pet Detective,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,87,1994,19940204,2,4,15000000,72217396,140979400,"$15,000,000 ","$72,217,396 ","$140,979,400 ",Tom Shadyac,,
Stargate,MGM,Other,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG-13,121,1994,19941028,10,28,0,71567262,139710200, $ ---------------     ,"$71,567,262 ","$139,710,200 ",Roland Emmerich,,
Legends of the Fall,Sony Pictures,Sony Pictures,Drama,6,,Drama,,R,134,1994,19941223,12,23,0,66638883,125021400, $ ---------------     ,"$66,638,883 ","$125,021,400 ",Edward Zwick,,
Wolf ,Columbia,Other,"Horror, Thriller",8,12,Horror,Thriller,R,125,1994,19940617,6,17,0,65002597,126895000, $ ---------------     ,"$65,002,597 ","$126,895,000 ",Mike Nichols,,
The Specialist,Warner Bros.,Warner Bros.,Action,0,,Action,,R,110,1994,19941007,10,7,45000000,57362582,111980500,"$45,000,000 ","$57,362,582 ","$111,980,500 ",Luis Llosa,,
Four Weddings and a Funeral,Gramercy,Other,"Romance, Comedy",10,3,Romance,Comedy,R,118,1994,19940311,3,11,4400000,52700832,102880100,"$4,400,000 ","$52,700,832 ","$102,880,100 ",Mike Newell,,
The Little Rascals,Universal,Universal,Comedy,3,,Comedy,,PG,83,1994,19940805,8,5,0,52125282,101756500, $ ---------------     ,"$52,125,282 ","$101,756,500 ",Penelope Spheeris,,
The Naked Gun 33 1/3: The Final Insult,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,82,1994,19940318,3,18,30000000,51132598,99818700,"$30,000,000 ","$51,132,598 ","$99,818,700 ",Peter Segal,,
The Crow ,Miramax,Other,"Action, Horror",0,8,Action,Horror,R,117,1994,19940513,5,13,0,50693129,98960800, $ ---------------     ,"$50,693,129 ","$98,960,800 ",Alex Proyas,,
Natural Born Killers,Warner Bros.,Warner Bros.,Crime,4,,Crime,,R,182,1994,19940826,8,26,34000000,50282766,98159700,"$34,000,000 ","$50,282,766 ","$98,159,700 ",Oliver Stone,,
Toy Story,Buena Vista,Buena Vista,Animation,2,,Animation,,G,81,1995,19951122,11,22,0,191796233,357965500, $ ---------------     ,"$191,796,233 ","$357,965,500 ",John Lasseter,,
Batman Forever,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,122,1995,19950616,6,16,100000000,184031112,345217000,"$100,000,000 ","$184,031,112 ","$345,217,000 ",Joel Schumacher,,
Apollo 13,Universal,Universal,"Action, Thriller",0,12,Action,Thriller,PG,140,1995,19950630,6,30,0,172071312,322782000, $ ---------------     ,"$172,071,312 ","$322,782,000 ",Ron Howard,,
Pocahontas,Buena Vista,Buena Vista,Animation,2,,Animation,,G,81,1995,19950616,6,16,0,141579773,265584100, $ ---------------     ,"$141,579,773 ","$265,584,100 ","Mike Gabriel, Eric Goldberg",,
Ace Ventura: When Nature Calls,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,94,1995,19951110,11,10,0,108385533,203171700, $ ---------------     ,"$108,385,533 ","$203,171,700 ",Steve Oedekerk,,
GoldenEye,MGM,Other,Action,0,,Action,,PG-13,130,1995,19951117,11,17,0,106429941,199136200, $ ---------------     ,"$106,429,941 ","$199,136,200 ",Martin Campbell,,
Jumanji,Sony Pictures,Sony Pictures,Adventure,1,,Adventure,,PG,104,1995,19951215,12,15,65000000,100475249,186673400,"$65,000,000 ","$100,475,249 ","$186,673,400 ",Joe Johnston,,
Casper,Universal,Universal,Comedy,3,,Comedy,,PG,101,1995,19950526,5,26,0,100328194,188201900, $ ---------------     ,"$100,328,194 ","$188,201,900 ",Brad Silberling,,
Seven,New Line,Other,Thriller,12,,Thriller,,R,127,1995,19950922,9,22,33000000,100125643,187363000,"$33,000,000 ","$100,125,643 ","$187,363,000 ",David Fincher,,
Die Hard: With a Vengeance,Fox,Fox,"Action, Thriller",0,12,Action,Thriller,R,131,1995,19950519,5,19,90000000,100012499,187609700,"$90,000,000 ","$100,012,499 ","$187,609,700 ",John McTiernan,,
Crimson Tide,Buena Vista,Buena Vista,"Action, Thriller",0,12,Action,Thriller,R,116,1995,19950512,5,12,0,91387195,171429800, $ ---------------     ,"$91,387,195 ","$171,429,800 ",Tony Scott,,
Waterworld,Universal,Universal,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG-13,136,1995,19950728,7,28,175000000,88246220,165537700,"$175,000,000 ","$88,246,220 ","$165,537,700 ","Kevin Costner, Kevin Reynolds",,
Dangerous Minds,Buena Vista,Buena Vista,Drama,6,,Drama,,R,99,1995,19950811,8,11,0,84919401,159297100, $ ---------------     ,"$84,919,401 ","$159,297,100 ",John N. Smith,,
Mr. Holland's Opus,Buena Vista,Buena Vista,Drama,6,,Drama,,PG,143,1995,19951229,12,29,0,82569971,152436900, $ ---------------     ,"$82,569,971 ","$152,436,900 ",Stephen Herek,,
While You Were Sleeping,Buena Vista,Buena Vista,"Romance, Comedy",10,3,Romance,Comedy,PG,103,1995,19950421,4,21,17000000,81057016,152051800,"$17,000,000 ","$81,057,016 ","$152,051,800 ",Jon Turteltaub,,
Congo,Paramount Pictures,Paramount Pictures,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG-13,108,1995,19950609,6,9,0,81022101,151986300, $ ---------------     ,"$81,022,101 ","$151,986,300 ",Frank Marshall,,
Father of the Bride Part II,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,106,1995,19951208,12,8,0,76594107,142589500, $ ---------------     ,"$76,594,107 ","$142,589,500 ",Charles Shyer,,
Braveheart,Paramount Pictures,Paramount Pictures,"Action, Drama",0,6,Action,Drama,R,177,1995,19950524,5,24,72000000,75609945,141578500,"$72,000,000 ","$75,609,945 ","$141,578,500 ",Mel Gibson,,
Get Shorty,MGM,Other,"Crime, Comedy",4,3,Crime,Comedy,R,105,1995,19951020,10,20,0,72101622,135252700, $ ---------------     ,"$72,101,622 ","$135,252,700 ",Barry Sonnenfeld,,
Grumpier Old Men,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,101,1995,19951222,12,22,0,71518503,132504600, $ ---------------     ,"$71,518,503 ","$132,504,600 ",Howard Deutch,,
The Bridges of Madison County,Warner Bros.,Warner Bros.,Romance,10,,Romance,,PG-13,135,1995,19950602,6,2,24000000,71516617,134155300,"$24,000,000 ","$71,516,617 ","$134,155,300 ",Clint Eastwood,,
Mortal Kombat,New Line,Other,Action,0,,Action,,PG-13,101,1995,19950818,8,18,0,70454098,132162200, $ ---------------     ,"$70,454,098 ","$132,162,200 ",Paul W.S. Anderson,,
Nine Months,Fox,Fox,"Romance, Comedy",10,3,Romance,Comedy,PG-13,103,1995,19950714,7,14,0,69684532,130718600, $ ---------------     ,"$69,684,532 ","$130,718,600 ",Chris Columbus,,
Outbreak,Warner Bros.,Warner Bros.,"Action, Drama",0,6,Action,Drama,R,128,1995,19950310,3,10,0,67659560,126920000, $ ---------------     ,"$67,659,560 ","$126,920,000 ",Wolfgang Petersen,,
Heat,Warner Bros.,Warner Bros.,"Crime, Drama",4,6,Crime,Drama,R,172,1995,19951215,12,15,0,67436818,125277100, $ ---------------     ,"$67,436,818 ","$125,277,100 ",Michael Mann,,
Independence Day,Fox,Fox,"Sci-Fi, Action",11,0,Sci-Fi,Action,PG-13,153,1996,19960703,7,3,75000000,306169268,565234000,"$75,000,000 ","$306,169,268 ","$565,234,000 ",Roland Emmerich,,
Twister,Warner Bros.,Warner Bros.,"Action, Drama",0,6,Action,Drama,PG-13,113,1996,19960510,5,10,92000000,241721524,446255100,"$92,000,000 ","$241,721,524 ","$446,255,100 ",Jan DeBont,,
Mission: Impossible,Paramount Pictures,Paramount Pictures,Action,0,,Action,,PG-13,110,1996,19960522,5,22,80000000,180981856,334120300,"$80,000,000 ","$180,981,856 ","$334,120,300 ",Brian De Palma,,
Jerry Maguire,Sony Pictures,Sony Pictures,"Comedy, Drama",3,6,Comedy,Drama,R,138,1996,19961213,12,13,50000000,153952592,276861100,"$50,000,000 ","$153,952,592 ","$276,861,100 ",Cameron Crowe,,
Ransom,Buena Vista,Buena Vista,Thriller,12,,Thriller,,R,121,1996,19961108,11,8,0,136492681,250992800, $ ---------------     ,"$136,492,681 ","$250,992,800 ",Ron Howard,,
101 Dalmatians (1996),Buena Vista,Buena Vista,Comedy,3,,Comedy,,G,103,1996,19961127,11,27,0,136189294,248454600, $ ---------------     ,"$136,189,294 ","$248,454,600 ",Stephen Herek,,
The Rock,Buena Vista,Buena Vista,Action,0,,Action,,R,136,1996,19960607,6,7,75000000,134069511,247513000,"$75,000,000 ","$134,069,511 ","$247,513,000 ",Michael Bay,,
The Nutty Professor (1996),Universal,Universal,Comedy,3,,Comedy,,PG-13,103,1996,19960628,6,28,54000000,128814019,237810500,"$54,000,000 ","$128,814,019 ","$237,810,500 ",Tom Shadyac,,
The Birdcage,MGM,Other,Comedy,3,,Comedy,,R,117,1996,19960308,3,8,0,124060553,229034800, $ ---------------     ,"$124,060,553 ","$229,034,800 ",Mike Nichols,,
A Time to Kill,Warner Bros.,Warner Bros.,"Drama, Thriller",6,12,Drama,Thriller,R,149,1996,19960726,7,26,0,108766007,200798800, $ ---------------     ,"$108,766,007 ","$200,798,800 ",Joel Schumacher,,
The First Wives Club,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG,102,1996,19960920,9,20,0,105489203,194749300, $ ---------------     ,"$105,489,203 ","$194,749,300 ",Hugh Wilson,,
Phenomenon,Buena Vista,Buena Vista,Drama,6,,Drama,,PG,123,1996,19960705,7,5,0,104636382,193174900, $ ---------------     ,"$104,636,382 ","$193,174,900 ",Jon Turteltaub,,
Scream,Dimension Films,Other,Horror,8,,Horror,,R,110,1996,19961220,12,20,14000000,103046663,184026700,"$14,000,000 ","$103,046,663 ","$184,026,700 ",Wes Craven,,
Eraser,Warner Bros.,Warner Bros.,Action,0,,Action,,R,115,1996,19960621,6,21,100000000,101295562,187007200,"$100,000,000 ","$101,295,562 ","$187,007,200 ",Chuck Russell,,
The Hunchback of Notre Dame,Buena Vista,Buena Vista,Animation,2,,Animation,,G,91,1996,19960621,6,21,100000000,100138851,184871700,"$100,000,000 ","$100,138,851 ","$184,871,700 ","Gary Trousdale, Kirk Wise",,
Michael,New Line,Other,Comedy,3,,Comedy,,PG-13,106,1996,19961225,12,25,0,95318203,170151600, $ ---------------     ,"$95,318,203 ","$170,151,600 ",Nora Ephron,,
